claim_id,policy_id,claim_date,accident_type,weather_condition,injury_involved,claim_amount,claim_report_delay_days,police_report_filed,number_of_previous_claims,fraud_label
5169,8528,2024-05-28,weather_related,clear,False,1019.64,7,True,0,0
5170,8529,2022-03-04,rear_end,storm,False,13804.73,1,True,0,0
5171,8529,2021-11-05,weather_related,rain,True,11534.71,3,False,1,0
5172,8530,2023-02-02,theft,storm,False,5653.86,2,False,0,0
5173,8532,2024-06-28,weather_related,rain,False,2840.13,8,True,0,0
5174,8534,2022-12-30,weather_related,snow,False,2527.46,3,True,0,0
5175,8535,2023-02-18,weather_related,rain,False,4527.42,22,True,0,0
5176,8537,2021-12-27,weather_related,rain,False,941.72,4,True,0,0
5177,8538,2023-03-20,theft,rain,False,2788.58,8,True,0,0
5178,8540,2022-10-14,rear_end,rain,False,3054.46,2,True,0,0
5179,8540,2021-12-26,rear_end,snow,False,530.43,4,True,1,0
5180,8540,2021-04-04,theft,snow,False,4183.04,21,True,2,0
5181,8541,2022-01-28,side_collision,rain,False,358.4,5,False,0,0
5182,8541,2022-09-29,theft,snow,False,3350.75,30,False,1,0
5183,8548,2025-04-01,rear_end,rain,False,5794.76,7,True,0,0
5184,8551,2023-03-20,rear_end,clear,True,4231.43,3,False,0,0
5185,8551,2024-04-13,rear_end,clear,False,6661.59,18,True,1,0
5186,8553,2024-06-06,side_collision,clear,True,4295.68,2,True,0,0
5187,8553,2024-03-30,side_collision,clear,False,1397.8,2,False,1,0
5188,8553,2024-10-15,weather_related,clear,False,4310.88,21,True,2,0
5189,8555,2026-02-26,weather_related,clear,False,5026.86,42,True,0,0
5190,8555,2026-01-22,single_vehicle,clear,False,2138.28,10,True,1,0
5191,8558,2023-11-05,single_vehicle,clear,False,5119.45,7,True,0,0
5192,8558,2023-03-25,rear_end,rain,True,2453.25,3,True,1,0
5193,8558,2023-09-25,weather_related,rain,False,10921.03,47,False,2,0
5194,8561,2023-07-05,weather_related,clear,True,15833.19,3,True,0,0
5195,8563,2025-07-13,rear_end,clear,False,1071.48,10,False,0,0
5196,8565,2025-02-16,weather_related,clear,False,1912.67,3,True,0,0
5197,8565,2025-10-07,rear_end,rain,False,482.82,15,False,1,0
5198,8566,2023-07-18,rear_end,rain,False,12109.55,16,True,0,0
5199,8567,2024-03-27,theft,rain,False,635.22,5,False,0,0
5200,8568,2022-04-27,weather_related,snow,False,4952.16,3,True,0,0
5201,8568,2021-07-17,theft,rain,False,7407.34,12,True,1,0
5202,8568,2021-12-28,weather_related,clear,False,14510.02,2,True,2,0
5203,8569,2024-12-28,rear_end,storm,False,12637.25,9,True,0,0
5204,8572,2025-01-01,weather_related,clear,False,835.79,18,False,0,0
5205,8573,2021-08-20,rear_end,rain,False,1180.13,15,True,0,0
5206,8574,2022-03-17,single_vehicle,snow,False,1789.74,44,True,0,0
5207,8577,2023-04-13,rear_end,rain,False,3252.73,4,False,0,0
5208,8578,2021-08-14,weather_related,rain,False,4325.21,10,True,0,0
5209,8580,2025-03-07,rear_end,rain,False,1261.45,2,True,0,0
5210,8582,2026-02-11,side_collision,clear,True,12845.3,7,True,0,0
5211,8584,2024-05-22,theft,clear,True,10776.24,21,False,0,0
5212,8586,2026-01-09,rear_end,clear,False,6169.74,9,False,0,0
5213,8586,2026-02-01,side_collision,clear,False,4531.88,9,True,1,0
5214,8586,2025-11-14,single_vehicle,clear,False,1241.02,7,False,2,0
5215,8588,2025-04-13,theft,storm,False,1793.85,1,False,0,0
5216,8589,2025-03-05,rear_end,clear,False,4324.06,18,True,0,0
5217,8590,2023-03-06,side_collision,rain,False,973.85,22,True,0,0
5218,8591,2025-07-19,single_vehicle,clear,False,7799.63,9,True,0,0
5219,8594,2026-03-01,weather_related,clear,False,2764.21,10,True,0,0
5220,8596,2025-09-30,weather_related,rain,False,5968.75,3,True,0,0
5221,8596,2025-10-20,single_vehicle,clear,False,1718.28,5,True,1,0
5222,8597,2025-05-21,weather_related,rain,False,779.52,3,True,0,0
5223,8598,2023-04-26,single_vehicle,clear,False,1234.16,2,True,0,0
5224,8599,2024-12-05,weather_related,rain,False,3291.45,9,True,0,0
5225,8600,2026-02-22,weather_related,clear,False,2464.61,6,True,0,0
5226,8601,2023-08-28,weather_related,clear,False,1230.43,4,False,0,0
5227,8603,2023-12-03,rear_end,clear,False,1147.87,40,False,0,0
5228,8603,2023-10-09,side_collision,snow,False,3892.37,2,False,1,0
5229,8605,2026-02-02,side_collision,rain,False,1942.29,21,True,0,0
5230,8613,2023-09-29,rear_end,clear,True,12415.9,41,True,0,0
5231,8613,2023-12-01,side_collision,clear,False,3553.93,18,True,1,1
5232,8613,2024-03-17,single_vehicle,rain,True,7924.78,53,True,2,0
5233,8614,2023-09-20,theft,rain,False,2615.14,3,True,0,0
5234,8614,2023-07-21,single_vehicle,clear,False,531.33,9,False,1,0
5235,8619,2024-03-07,single_vehicle,snow,False,2237.73,41,False,0,0
5236,8619,2024-07-03,side_collision,clear,False,1207.44,8,True,1,0
5237,8619,2024-07-29,weather_related,snow,False,1581.24,17,True,2,0
5238,8619,2024-11-15,weather_related,clear,False,4170.97,7,True,3,0
5239,8620,2024-01-16,weather_related,clear,False,3436.31,12,True,0,0
5240,8620,2025-04-28,theft,clear,False,4263.29,4,False,1,0
5241,8621,2021-05-17,side_collision,clear,True,1743.5,2,False,0,0
5242,8622,2021-04-22,weather_related,rain,False,1883.84,11,False,0,0
5243,8622,2022-03-31,rear_end,clear,False,1291.33,3,True,1,0
5244,8623,2024-04-12,rear_end,clear,False,12588.68,14,True,0,0
5245,8625,2023-06-11,weather_related,clear,False,5457.06,4,False,0,0
5246,8627,2025-06-12,weather_related,rain,False,1425.35,20,True,0,0
5247,8628,2026-02-25,rear_end,clear,False,4493.48,2,False,0,0
5248,8631,2025-08-01,side_collision,storm,False,8177.28,6,True,0,0
5249,8631,2025-02-23,side_collision,snow,False,7643.25,3,True,1,0
5250,8633,2026-01-01,side_collision,rain,False,716.04,2,True,0,0
5251,8634,2026-02-24,single_vehicle,rain,False,3048.55,34,False,0,0
5252,8636,2025-05-11,rear_end,storm,False,142.96,20,True,0,0
5253,8637,2025-10-09,weather_related,storm,True,8691.81,5,True,0,0
5254,8637,2025-12-19,side_collision,rain,False,7318.94,6,True,1,1
5255,8637,2026-01-27,rear_end,rain,True,5535.02,23,True,2,0
5256,8639,2024-06-13,rear_end,storm,False,2841.08,22,True,0,0
5257,8641,2024-12-24,theft,rain,False,5234.71,11,True,0,0
5258,8641,2025-01-14,weather_related,rain,False,360.35,7,False,1,0
5259,8641,2025-01-22,side_collision,rain,False,2833.44,11,True,2,0
5260,8642,2025-11-21,rear_end,clear,False,2188.85,4,True,0,0
5261,8644,2025-07-24,side_collision,rain,True,3491.35,0,True,0,0
5262,8644,2026-03-02,side_collision,clear,False,958.48,10,True,1,0
5263,8646,2022-04-18,theft,clear,False,4316.49,5,False,0,0
5264,8648,2025-11-14,rear_end,storm,False,1575.23,15,True,0,0
5265,8652,2023-12-21,weather_related,clear,True,7910.48,7,True,0,0
5266,8653,2025-12-18,side_collision,rain,False,5953.54,8,True,0,0
5267,8655,2025-05-23,side_collision,rain,False,884.17,11,False,0,0
5268,8657,2025-04-03,weather_related,storm,False,1851.7,100,False,0,0
5269,8658,2024-05-06,side_collision,rain,True,844.26,5,True,0,0
5270,8659,2021-05-31,single_vehicle,clear,False,3872.42,39,True,0,0
5271,8659,2022-08-09,rear_end,clear,False,4098.29,13,True,1,0
5272,8659,2022-03-24,single_vehicle,clear,False,1601.46,36,True,2,0
5273,8663,2025-06-21,single_vehicle,clear,False,2625.36,7,True,0,0
5274,8663,2026-02-20,single_vehicle,snow,False,3165.66,4,True,1,0
5275,8664,2025-04-14,single_vehicle,rain,False,5061.07,66,False,0,0
5276,8667,2021-12-31,theft,clear,True,7396.3,49,True,0,0
5277,8671,2023-11-20,single_vehicle,rain,True,17643.41,6,True,0,0
5278,8678,2023-10-26,side_collision,clear,False,6115.56,15,False,0,0
5279,8678,2023-10-19,rear_end,rain,False,2096.68,6,False,1,0
5280,8679,2023-03-07,single_vehicle,rain,False,822.75,17,True,0,0
5281,8680,2022-09-29,weather_related,clear,False,2988.95,13,False,0,0
5282,8681,2023-10-11,single_vehicle,rain,False,1990.89,1,False,0,0
5283,8683,2024-01-08,single_vehicle,clear,True,10595.49,14,True,0,0
5284,8685,2026-03-02,weather_related,rain,False,3375.72,5,True,0,0
5285,8686,2024-12-17,rear_end,storm,False,5802.32,13,True,0,0
5286,8687,2023-09-02,rear_end,storm,False,4496.18,2,True,0,0
5287,8689,2025-02-25,rear_end,rain,False,7687.29,24,True,0,0
5288,8689,2025-03-03,weather_related,clear,False,1900.42,13,True,1,0
5289,8691,2025-05-10,side_collision,clear,False,6711.79,2,True,0,0
5290,8691,2025-06-17,side_collision,clear,False,8190.24,27,True,1,0
5291,8694,2023-09-12,side_collision,rain,False,14406.6,4,True,0,1
5292,8696,2022-11-04,weather_related,clear,False,2548.28,15,True,0,0
5293,8696,2023-04-10,weather_related,rain,False,378.2,11,True,1,0
5294,8699,2023-10-25,single_vehicle,clear,False,546.2,12,False,0,0
5295,8700,2024-12-28,weather_related,rain,False,5007.35,2,True,0,0
5296,8704,2026-02-05,rear_end,rain,True,7587.31,7,True,0,0
5297,8705,2023-07-19,weather_related,rain,False,967.06,12,False,0,0
5298,8706,2025-08-24,weather_related,clear,False,1732.0,14,True,0,0
5299,8709,2022-12-18,weather_related,rain,False,1620.35,4,True,0,0
5300,8710,2024-11-24,rear_end,clear,False,3446.0,3,True,0,0
5301,8712,2023-04-30,rear_end,clear,False,1506.01,1,True,0,0
5302,8717,2022-10-30,side_collision,rain,True,5112.73,6,True,0,0
5303,8718,2022-03-17,weather_related,rain,False,6165.73,7,False,0,0
5304,8724,2024-06-29,weather_related,clear,False,2935.42,2,True,0,0
5305,8724,2023-07-16,weather_related,rain,False,1230.72,12,False,1,0
5306,8725,2023-03-28,side_collision,clear,False,1341.6,7,True,0,0
5307,8725,2023-03-28,rear_end,rain,False,252.78,35,True,1,0
5308,8728,2025-11-17,side_collision,rain,False,4349.99,11,True,0,0
5309,8729,2023-11-29,rear_end,clear,False,1216.37,2,True,0,1
5310,8730,2023-08-28,rear_end,snow,False,222.82,20,False,0,0
5311,8732,2025-10-03,weather_related,clear,True,1409.41,20,False,0,0
5312,8733,2024-09-29,rear_end,clear,True,3434.65,3,False,0,0
5313,8733,2024-03-24,theft,storm,False,1272.92,22,False,1,0
5314,8735,2022-10-25,single_vehicle,rain,False,2552.97,21,True,0,0
5315,8737,2023-07-01,theft,clear,False,1070.2,12,True,0,0
5316,8737,2023-08-14,rear_end,rain,True,1080.92,19,True,1,0
5317,8738,2024-10-30,weather_related,rain,False,1512.49,2,True,0,0
5318,8739,2023-03-30,theft,clear,True,4189.92,10,True,0,0
5319,8740,2022-09-11,rear_end,clear,False,1967.15,3,True,0,0
5320,8743,2023-07-10,side_collision,clear,True,4566.81,24,True,0,0
5321,8743,2022-12-25,theft,rain,False,2970.0,5,True,1,0
5322,8743,2023-06-08,single_vehicle,rain,True,5287.64,4,False,2,0
5323,8745,2024-11-15,theft,storm,False,10056.68,7,False,0,0
5324,8747,2024-07-08,theft,snow,False,9038.33,2,True,0,0
5325,8748,2023-04-10,single_vehicle,rain,False,2700.95,5,True,0,0
5326,8748,2022-10-14,side_collision,clear,False,611.21,2,True,1,0
5327,8751,2023-05-09,side_collision,rain,False,4827.71,4,True,0,0
5328,8752,2022-01-24,theft,rain,False,3196.23,7,True,0,0
5329,8754,2025-02-20,rear_end,rain,False,4129.86,20,True,0,0
5330,8754,2025-09-28,side_collision,snow,False,3990.13,47,True,1,0
5331,8756,2025-01-09,theft,clear,False,1266.65,9,True,0,0
5332,8759,2026-01-01,rear_end,rain,False,2251.22,19,False,0,0
5333,8759,2026-01-23,theft,rain,False,768.74,3,False,1,0
5334,8760,2023-01-26,single_vehicle,clear,False,8624.15,5,True,0,0
5335,8760,2022-09-23,weather_related,rain,False,2576.82,2,False,1,0
5336,8761,2024-06-21,rear_end,clear,False,2814.79,6,False,0,0
5337,8766,2023-10-01,weather_related,clear,False,1108.56,31,True,0,0
5338,8768,2023-01-01,single_vehicle,rain,False,2561.29,29,True,0,0
5339,8768,2024-05-25,side_collision,rain,False,10446.31,12,True,1,0
5340,8768,2022-11-24,rear_end,rain,False,2700.44,8,True,2,0
5341,8769,2025-12-09,single_vehicle,rain,False,8864.22,7,True,0,0
5342,8771,2024-03-27,side_collision,storm,False,3759.12,8,True,0,0
5343,8771,2024-05-08,side_collision,clear,False,11930.49,8,True,1,0
5344,8772,2022-04-28,weather_related,rain,False,1632.59,4,False,0,0
5345,8773,2023-04-05,weather_related,rain,False,6110.13,23,False,0,0
5346,8774,2022-07-17,weather_related,clear,True,3548.64,1,True,0,0
5347,8778,2023-08-28,single_vehicle,clear,False,2532.03,6,True,0,0
5348,8778,2023-07-24,side_collision,rain,False,1819.01,10,True,1,0
5349,8782,2026-02-13,weather_related,rain,False,5181.0,1,True,0,0
5350,8783,2025-08-29,rear_end,snow,False,2124.2,2,True,0,0
5351,8784,2024-09-11,weather_related,clear,False,714.31,13,True,0,0
5352,8784,2024-09-20,single_vehicle,clear,False,889.04,10,True,1,0
5353,8787,2026-01-03,weather_related,snow,False,2226.1,5,True,0,0
5354,8787,2026-02-08,rear_end,clear,True,9084.56,1,True,1,0
5355,8789,2021-12-24,side_collision,rain,True,5588.09,7,True,0,0
5356,8789,2021-11-05,rear_end,storm,False,715.85,2,True,1,0
5357,8791,2023-05-25,weather_related,clear,False,4006.47,33,True,0,0
5358,8791,2023-05-20,rear_end,rain,False,5618.51,31,True,1,0
5359,8796,2024-12-20,weather_related,snow,False,4796.1,78,False,0,0
5360,8796,2024-07-03,rear_end,clear,False,4894.66,52,True,1,0
5361,8797,2024-10-29,weather_related,clear,True,13997.68,5,True,0,0
5362,8799,2025-01-08,rear_end,rain,False,2125.44,8,True,0,0
5363,8801,2024-09-07,single_vehicle,rain,True,11020.23,8,True,0,0
5364,8801,2024-06-12,weather_related,rain,False,2056.2,17,False,1,0
5365,8803,2025-11-30,theft,clear,False,2423.11,10,True,0,0
5366,8806,2026-02-23,single_vehicle,clear,False,727.36,1,True,0,0
5367,8807,2023-04-23,rear_end,clear,True,11721.3,38,False,0,1
5368,8809,2023-07-11,side_collision,rain,True,4478.27,5,False,0,0
5369,8810,2025-09-27,single_vehicle,clear,False,3023.27,4,True,0,0
5370,8810,2025-09-13,weather_related,clear,True,7266.29,7,True,1,0
5371,8811,2024-06-16,weather_related,clear,False,3004.65,1,True,0,0
5372,8811,2024-06-18,rear_end,rain,False,2011.71,2,False,1,0
5373,8812,2025-09-07,weather_related,rain,False,4205.59,11,True,0,0
5374,8814,2024-02-19,side_collision,rain,False,4019.38,7,True,0,0
5375,8816,2023-12-24,weather_related,clear,False,18981.38,2,True,0,0
5376,8820,2024-12-26,single_vehicle,snow,False,1066.53,4,False,0,0
5377,8826,2023-03-25,theft,snow,False,1195.76,7,False,0,0
5378,8827,2023-10-09,side_collision,rain,False,7524.76,1,True,0,0
5379,8828,2023-10-06,single_vehicle,clear,False,4081.66,5,True,0,0
5380,8830,2025-07-27,weather_related,clear,False,1125.85,2,False,0,0
5381,8832,2024-07-17,side_collision,clear,False,3626.03,15,False,0,0
5382,8833,2024-10-19,weather_related,rain,False,11410.45,36,True,0,0
5383,8836,2024-11-01,single_vehicle,clear,False,8424.01,4,True,0,0
5384,8836,2025-01-22,weather_related,clear,False,8170.14,4,False,1,0
5385,8836,2025-03-23,rear_end,rain,False,8862.21,6,False,2,0
5386,8841,2022-11-03,rear_end,rain,False,656.69,9,True,0,0
5387,8842,2025-12-28,rear_end,clear,False,2042.08,16,False,0,0
5388,8843,2022-04-01,rear_end,clear,False,5131.16,11,False,0,0
5389,8843,2022-08-15,rear_end,rain,False,3290.73,26,False,1,0
5390,8844,2023-06-07,weather_related,rain,False,6352.19,5,False,0,0
5391,8844,2025-05-18,single_vehicle,rain,False,2921.02,4,True,1,0
5392,8844,2024-08-12,rear_end,clear,False,5830.29,12,True,2,0
5393,8844,2026-02-13,side_collision,rain,True,5857.02,16,True,3,0
5394,8845,2024-02-07,rear_end,snow,True,5737.63,3,True,0,0
5395,8846,2025-10-20,rear_end,clear,False,2253.34,1,True,0,0
5396,8848,2024-05-21,single_vehicle,rain,False,1343.38,7,True,0,0
5397,8849,2025-07-15,side_collision,storm,False,4254.01,19,True,0,0
5398,8849,2025-06-26,side_collision,rain,False,7316.46,6,True,1,0
5399,8850,2023-08-10,weather_related,rain,False,1803.77,9,True,0,0
5400,8852,2025-12-18,rear_end,rain,False,1828.96,10,True,0,0
5401,8855,2025-05-29,theft,clear,False,1346.7,153,True,0,0
5402,8855,2025-10-14,weather_related,clear,False,6548.57,22,True,1,0
5403,8856,2023-10-30,single_vehicle,storm,False,2637.58,3,False,0,0
5404,8857,2025-05-21,theft,storm,False,3066.41,5,True,0,0
5405,8858,2025-03-07,single_vehicle,rain,False,2202.94,5,False,0,0
5406,8859,2023-08-05,rear_end,clear,False,5400.26,9,True,0,0
5407,8859,2025-03-12,side_collision,clear,False,9166.88,1,True,1,0
5408,8861,2025-03-16,side_collision,clear,False,1216.7,13,False,0,0
5409,8861,2024-10-17,weather_related,clear,False,897.6,2,True,1,0
5410,8862,2026-03-01,single_vehicle,rain,False,5764.24,6,True,0,0
5411,8864,2023-05-08,rear_end,clear,False,9902.19,7,True,0,0
5412,8866,2026-02-10,rear_end,storm,False,2435.61,22,False,0,0
5413,8867,2025-06-17,single_vehicle,clear,False,2836.99,5,True,0,0
5414,8869,2025-09-25,rear_end,rain,True,13834.28,2,True,0,0
5415,8869,2025-12-07,single_vehicle,rain,False,1507.19,7,True,1,0
5416,8872,2024-09-27,rear_end,snow,True,14280.53,2,True,0,0
5417,8873,2026-01-31,side_collision,clear,False,415.07,3,True,0,0
5418,8875,2025-02-11,theft,snow,True,3591.56,19,True,0,0
5419,8877,2025-03-29,theft,rain,False,6248.63,32,True,0,0
5420,8879,2024-04-15,side_collision,clear,False,7126.78,20,False,0,1
5421,8882,2025-12-10,single_vehicle,clear,False,2409.96,4,True,0,0
5422,8883,2022-04-29,single_vehicle,clear,True,14115.29,5,True,0,0
5423,8884,2025-03-19,theft,clear,False,4398.45,19,False,0,1
5424,8884,2024-07-28,rear_end,clear,True,9973.2,4,True,1,1
5425,8895,2025-12-08,single_vehicle,rain,False,2102.52,6,False,0,0
5426,8900,2025-02-20,weather_related,snow,False,396.24,17,True,0,0
5427,8903,2025-04-03,weather_related,clear,True,8894.13,26,True,0,0
5428,8905,2024-11-07,side_collision,clear,False,667.4,3,True,0,0
5429,8907,2023-04-15,side_collision,snow,False,3128.53,8,False,0,1
5430,8908,2023-12-10,single_vehicle,clear,False,4089.31,17,True,0,0
5431,8909,2025-11-25,weather_related,clear,False,745.46,11,True,0,0
5432,8913,2022-05-02,weather_related,clear,False,6769.73,7,True,0,0
5433,8914,2023-05-07,single_vehicle,clear,False,8589.53,14,True,0,0
5434,8915,2025-06-27,weather_related,rain,False,6584.3,8,False,0,0
5435,8916,2023-06-28,single_vehicle,rain,False,4906.08,9,True,0,0
5436,8917,2023-10-25,weather_related,rain,False,6301.82,39,False,0,0
5437,8921,2025-04-15,side_collision,storm,False,1742.91,2,False,0,0
5438,8921,2025-03-23,single_vehicle,clear,True,3985.97,29,True,1,0
5439,8923,2024-05-30,rear_end,rain,False,2587.71,12,True,0,0
5440,8924,2026-01-17,weather_related,rain,False,842.66,4,True,0,0
5441,8927,2023-01-25,theft,clear,False,4182.12,14,False,0,0
5442,8927,2023-02-20,rear_end,rain,True,8700.16,3,True,1,0
5443,8929,2023-01-30,theft,clear,False,3716.86,17,True,0,0
5444,8929,2022-11-15,weather_related,rain,False,4627.41,2,True,1,0
5445,8931,2023-07-27,rear_end,clear,True,6605.44,5,True,0,0
5446,8933,2025-12-14,rear_end,clear,False,1366.49,16,False,0,0
5447,8938,2023-11-03,weather_related,snow,False,3226.48,9,False,0,0
5448,8938,2024-01-08,theft,rain,False,1061.97,9,True,1,0
5449,8939,2022-06-30,weather_related,clear,False,2823.3,6,True,0,0
5450,8945,2024-06-01,theft,clear,False,3577.08,1,True,0,0
5451,8950,2023-05-06,weather_related,clear,False,3600.68,1,True,0,0
5452,8951,2022-03-08,weather_related,clear,False,9625.13,9,True,0,0
5453,8951,2021-11-26,weather_related,clear,False,3010.64,2,True,1,0
5454,8952,2021-10-11,weather_related,clear,False,1114.85,11,True,0,0
5455,8953,2024-01-17,weather_related,rain,False,7854.3,5,True,0,0
5456,8953,2024-05-22,theft,rain,False,5371.5,18,True,1,0
5457,8953,2024-05-08,theft,storm,False,2592.4,19,False,2,0
5458,8954,2025-11-16,side_collision,snow,False,1204.01,6,False,0,0
5459,8955,2025-05-31,weather_related,storm,True,10946.93,3,True,0,0
5460,8961,2024-10-05,rear_end,rain,False,1706.93,21,False,0,0
5461,8966,2025-09-23,rear_end,clear,False,1096.04,13,True,0,0
5462,8967,2022-12-31,weather_related,clear,False,3610.01,8,True,0,0
5463,8973,2024-10-26,rear_end,clear,True,3748.19,1,True,0,0
5464,8975,2026-01-12,single_vehicle,rain,False,5687.83,3,False,0,0
5465,8975,2025-09-04,side_collision,clear,False,2790.2,5,True,1,0
5466,8975,2025-11-12,weather_related,clear,False,898.49,7,True,2,0
5467,8978,2026-01-27,single_vehicle,clear,False,4180.93,5,True,0,0
5468,8979,2023-08-28,theft,snow,True,4453.63,2,True,0,1
5469,8981,2022-11-27,theft,clear,False,3339.41,6,True,0,0
5470,8981,2023-04-25,rear_end,clear,False,7982.65,4,True,1,1
5471,8985,2025-03-20,side_collision,rain,False,4597.12,12,True,0,0
5472,8987,2024-06-15,theft,rain,False,2221.02,26,True,0,0
5473,8988,2023-06-27,rear_end,rain,False,2736.69,8,True,0,0
5474,8989,2025-06-29,theft,rain,False,5417.5,52,False,0,0
5475,8993,2024-03-28,rear_end,clear,False,2539.85,3,False,0,0
5476,8996,2023-12-03,theft,rain,False,7314.77,5,True,0,0
5477,8998,2023-06-11,rear_end,rain,False,455.81,7,True,0,0
5478,9000,2021-06-28,rear_end,rain,False,3197.6,10,True,0,0
5479,9004,2024-08-26,single_vehicle,clear,False,3676.41,9,False,0,0
5480,9005,2023-07-01,single_vehicle,clear,False,13798.56,6,True,0,0
5481,9008,2024-05-17,theft,rain,False,900.95,9,True,0,0
5482,9009,2025-05-07,weather_related,snow,True,13505.12,13,True,0,0
5483,9009,2025-05-06,single_vehicle,rain,False,1534.21,6,True,1,0
5484,9010,2022-05-09,side_collision,rain,False,1683.4,14,True,0,0
5485,9011,2023-12-30,rear_end,clear,False,1335.47,11,True,0,0
5486,9012,2024-07-23,weather_related,clear,False,1984.07,8,False,0,0
5487,9015,2024-02-19,weather_related,rain,False,1435.82,2,True,0,0
5488,9016,2021-11-06,side_collision,clear,False,701.16,3,True,0,0
5489,9017,2022-11-19,rear_end,rain,False,2615.68,25,False,0,0
5490,9018,2025-06-19,theft,clear,False,4904.21,18,True,0,0
5491,9020,2026-02-25,side_collision,clear,False,3403.94,95,True,0,0
5492,9022,2025-05-25,rear_end,rain,False,5160.9,10,False,0,0
5493,9022,2025-07-21,weather_related,rain,False,1088.37,17,False,1,0
5494,9026,2025-02-13,weather_related,storm,True,2462.79,18,True,0,0
5495,9028,2024-02-10,rear_end,storm,True,1771.28,2,True,0,0
5496,9029,2023-06-05,side_collision,rain,False,4484.54,4,True,0,0
5497,9029,2024-05-26,rear_end,clear,False,5430.84,20,True,1,0
5498,9031,2025-05-17,single_vehicle,storm,True,7909.12,20,True,0,0
5499,9033,2024-05-03,theft,clear,True,8639.13,32,True,0,0
5500,9036,2023-05-05,single_vehicle,clear,False,1162.51,1,True,0,0
5501,9038,2023-09-24,theft,storm,False,5122.37,7,True,0,1
5502,9040,2021-11-06,single_vehicle,clear,True,4646.16,7,True,0,0
5503,9041,2026-01-14,single_vehicle,clear,False,20812.8,5,True,0,0
5504,9042,2024-10-21,rear_end,clear,False,12612.1,1,True,0,0
5505,9042,2024-07-20,side_collision,clear,False,8681.61,2,True,1,1
5506,9043,2025-07-01,side_collision,clear,False,5209.45,5,True,0,0
5507,9043,2024-12-19,side_collision,clear,False,2466.62,8,True,1,0
5508,9043,2024-08-13,weather_related,snow,False,3560.73,3,True,2,0
5509,9044,2025-12-28,rear_end,storm,True,7376.89,13,True,0,1
5510,9045,2023-06-27,side_collision,rain,False,4447.6,3,False,0,0
5511,9046,2022-06-18,weather_related,rain,False,1347.72,1,True,0,0
5512,9046,2022-06-28,weather_related,storm,False,957.36,17,True,1,0
5513,9048,2025-12-20,side_collision,rain,True,1546.88,7,True,0,0
5514,9048,2026-01-28,side_collision,snow,False,495.65,4,True,1,0
5515,9052,2026-02-20,weather_related,storm,False,9522.71,18,True,0,0
5516,9055,2021-09-22,single_vehicle,clear,False,1284.38,13,True,0,0
5517,9058,2023-03-17,single_vehicle,clear,False,9017.5,1,True,0,0
5518,9060,2025-04-30,single_vehicle,rain,False,2697.71,9,True,0,0
5519,9060,2023-10-03,weather_related,clear,True,3276.81,11,False,1,0
5520,9062,2024-09-29,theft,clear,False,1279.5,1,True,0,0
5521,9062,2024-05-01,weather_related,rain,False,2605.18,9,True,1,0
5522,9063,2024-06-30,single_vehicle,rain,False,3431.98,5,True,0,0
5523,9069,2025-12-30,theft,rain,False,6749.42,8,True,0,1
5524,9070,2023-10-24,weather_related,snow,False,6757.97,10,True,0,0
5525,9071,2022-05-22,rear_end,rain,False,4428.04,6,True,0,0
5526,9077,2025-09-24,theft,rain,False,2029.53,3,True,0,0
5527,9078,2024-07-07,weather_related,clear,True,8623.36,6,True,0,0
5528,9078,2024-07-04,single_vehicle,clear,True,1808.34,8,True,1,0
5529,9079,2024-08-12,rear_end,clear,False,3074.91,15,True,0,0
5530,9080,2026-01-17,weather_related,rain,False,4043.24,23,True,0,0
5531,9082,2023-02-15,weather_related,clear,False,2069.81,28,True,0,0
5532,9086,2023-05-07,side_collision,rain,False,1752.99,18,True,0,0
5533,9093,2022-06-05,rear_end,clear,False,3316.25,3,False,0,0
5534,9094,2023-11-12,single_vehicle,snow,False,4071.06,3,True,0,0
5535,9096,2023-11-19,single_vehicle,clear,False,2513.96,3,False,0,0
5536,9099,2024-11-28,weather_related,clear,False,8915.7,30,True,0,0
5537,9102,2026-02-17,theft,clear,False,11914.65,14,True,0,0
5538,9105,2022-02-20,weather_related,rain,False,6264.36,3,True,0,0
5539,9105,2022-07-21,weather_related,snow,False,5131.43,9,True,1,0
5540,9107,2024-02-27,weather_related,clear,False,708.23,4,True,0,0
5541,9112,2025-06-09,weather_related,snow,False,1716.7,3,True,0,0
5542,9115,2023-07-17,side_collision,rain,True,11291.38,6,True,0,0
5543,9119,2024-11-19,rear_end,clear,False,5846.12,7,False,0,0
5544,9122,2021-05-30,side_collision,clear,False,6017.95,2,True,0,0
5545,9125,2026-02-28,side_collision,clear,False,1659.14,22,True,0,0
5546,9130,2025-06-25,weather_related,rain,False,684.97,25,True,0,0
5547,9133,2025-09-08,side_collision,rain,False,8408.18,12,True,0,0
5548,9133,2025-03-25,weather_related,clear,True,10035.76,9,True,1,0
5549,9135,2024-10-24,weather_related,storm,False,2718.94,16,True,0,0
5550,9136,2022-06-09,theft,clear,False,2122.34,12,True,0,0
5551,9137,2025-08-22,theft,rain,False,1010.56,45,True,0,0
5552,9137,2025-07-22,rear_end,rain,False,9764.13,3,True,1,0
5553,9138,2023-07-16,weather_related,clear,False,6262.74,35,False,0,0
5554,9139,2022-09-02,side_collision,rain,False,922.22,4,False,0,0
5555,9147,2022-04-06,rear_end,rain,False,2413.72,29,True,0,0
