customer_id,age,gender,region,city_density,income_level,driving_experience_years,bonus_malus,marital_status,number_of_children
4006,39,Male,Region_1,urban,Medium,20,0.8905726629754358,Married,0
4007,42,Female,Region_4,rural,Medium,22,1.0165078289730767,Single,0
4008,34,Female,Region_5,suburban,Medium,16,0.8710744529479262,Married,0
4009,44,Male,Region_2,urban,High,26,1.1020522467900487,Married,0
4010,51,Male,Region_2,suburban,Medium,33,1.0564003981979186,Married,1
4011,23,Male,Region_7,rural,Medium,5,1.2318483311466442,Single,1
4012,46,Female,Region_5,suburban,Low,27,1.084048004942491,Single,0
4013,53,Male,Region_2,urban,Low,35,0.9178155039725686,Married,0
4014,37,Male,Region_7,suburban,Medium,18,1.136268468515388,Single,2
4015,50,Male,Region_7,suburban,Medium,32,0.9937041055715007,Married,1
4016,76,Male,Region_3,suburban,Low,58,0.9860274546834146,Single,1
4017,41,Male,Region_4,urban,High,23,1.0317263417600073,Married,0
4018,47,Female,Region_6,urban,High,29,0.9534518333449484,Married,2
4019,33,Male,Region_3,rural,Low,10,0.9430520285520892,Single,1
4020,44,Female,Region_5,urban,Low,24,1.2438466748957415,Single,0
4021,48,Male,Region_2,suburban,Low,30,1.1234994013310953,Divorced,0
4022,44,Female,Region_2,suburban,Medium,25,1.063921076182888,Married,0
4023,30,Female,Region_2,suburban,Medium,8,1.0070051919298344,Married,0
4024,44,Male,Region_9,urban,Medium,25,0.857995863948865,Married,0
4025,60,Female,Region_8,suburban,Low,41,1.1025529330100945,Married,1
4026,47,Male,Region_5,urban,High,29,0.9495031949655415,Married,3
4027,54,Male,Region_5,suburban,Medium,34,0.9771347578678782,Married,0
4028,39,Male,Region_1,urban,Medium,21,1.0903613890515889,Married,3
4029,51,Male,Region_6,suburban,Medium,33,0.8435216931736464,Divorced,0
4030,45,Female,Region_3,urban,Low,26,0.9876856794393709,Married,0
4031,31,Female,Region_5,suburban,Medium,11,1.0204649307998894,Married,1
4032,46,Male,Region_8,suburban,Low,28,1.0728888263050245,Single,0
4033,30,Female,Region_1,suburban,Low,12,0.9556963851749999,Married,2
4034,34,Female,Region_5,urban,High,16,0.8471232447012785,Married,1
4035,44,Male,Region_5,urban,Medium,26,1.0206240332046363,Married,1
4036,46,Male,Region_2,rural,Low,27,0.9130045460829858,Married,1
4037,28,Male,Region_6,urban,Medium,6,1.0545867062395486,Married,1
4038,55,Female,Region_5,suburban,Medium,37,1.1102290554785867,Divorced,0
4039,49,Male,Region_7,suburban,Medium,29,1.0191929598987504,Married,1
4040,34,Male,Region_1,suburban,High,15,0.8767674877721288,Single,0
4041,24,Female,Region_4,suburban,Medium,6,1.0286242785925996,Divorced,1
4042,40,Female,Region_10,urban,High,22,1.0214733401930975,Single,0
4043,37,Male,Region_6,suburban,Medium,19,0.9265623986125273,Married,3
4044,43,Female,Region_6,rural,Low,24,1.133592166551791,Married,1
4045,38,Female,Region_2,suburban,Medium,20,1.021102299564456,Married,0
4046,18,Male,Region_1,urban,Medium,0,1.0555619402555347,Single,0
4047,37,Female,Region_10,suburban,Medium,18,1.0032339972566338,Divorced,0
4048,38,Male,Region_1,rural,Medium,17,1.175154063927545,Married,0
4049,50,Male,Region_10,urban,High,32,1.1553148816485361,Married,0
4050,34,Male,Region_1,rural,High,16,0.967933559436127,Single,2
4051,62,Male,Region_1,rural,Medium,41,1.0941303508309552,Married,2
4052,19,Male,Region_2,urban,High,0,1.0266845831288858,Married,2
4053,58,Male,Region_4,suburban,Medium,40,1.071553028307785,Married,0
4054,39,Female,Region_7,urban,High,21,0.9304213898249805,Single,0
4055,52,Female,Region_10,urban,High,34,0.9812023607180319,Married,2
4056,43,Male,Region_3,urban,Low,25,0.8405856846966335,Single,0
4057,56,Male,Region_1,urban,High,37,0.9992121161915672,Married,2
4058,37,Female,Region_5,suburban,Medium,19,0.9134736233141298,Single,1
4059,29,Male,Region_6,suburban,Low,7,0.8672554155565285,Married,1
4060,59,Male,Region_3,suburban,Low,41,1.0113417320872096,Divorced,1
4061,41,Male,Region_2,urban,Medium,23,0.892668549945381,Married,1
4062,45,Female,Region_2,urban,Medium,27,0.9347079718028826,Married,0
4063,57,Female,Region_6,urban,High,38,1.1931626153011754,Single,1
4064,30,Female,Region_4,rural,Medium,12,0.9018955541239179,Married,2
4065,49,Male,Region_7,suburban,Low,29,0.9694215965646709,Married,1
4066,35,Female,Region_2,suburban,Low,15,0.896193452317428,Married,1
4067,40,Male,Region_8,urban,Medium,22,1.140592070518028,Single,0
4068,43,Male,Region_1,suburban,Medium,25,1.0220027787224228,Married,3
4069,24,Male,Region_3,suburban,Medium,6,1.1184660711397283,Single,0
4070,33,Female,Region_5,rural,Medium,13,1.0429220676254878,Married,4
4071,58,Male,Region_7,urban,High,40,1.0217926062154505,Married,2
4072,53,Male,Region_2,urban,Medium,35,1.0570840983591352,Married,0
4073,41,Female,Region_10,suburban,Medium,23,0.822005369887633,Single,2
4074,45,Female,Region_6,urban,High,27,0.8856086028929269,Married,0
4075,38,Female,Region_2,suburban,Medium,19,1.0488612606888748,Married,2
4076,58,Male,Region_6,urban,Medium,38,1.031268971252803,Married,1
4077,40,Female,Region_6,suburban,Low,22,0.8901656279624282,Married,0
4078,45,Female,Region_7,urban,Low,25,1.010042113679316,Divorced,3
4079,56,Female,Region_9,urban,High,37,0.973303427983558,Married,0
4080,33,Male,Region_6,urban,High,14,1.1010544408097245,Married,0
4081,61,Male,Region_3,urban,Low,42,1.0255119514257374,Married,1
4082,24,Male,Region_7,urban,Low,6,1.0421583138771093,Single,0
4083,62,Male,Region_6,urban,Medium,43,0.9269909754382134,Married,2
4084,38,Male,Region_5,suburban,High,20,0.9671073250952811,Divorced,2
4085,39,Male,Region_3,suburban,Medium,20,0.9162032031457585,Married,2
4086,19,Male,Region_9,urban,High,1,1.0319288414812098,Single,3
4087,37,Female,Region_4,urban,Medium,16,0.9995417118545527,Married,2
4088,30,Male,Region_5,urban,High,11,1.0697853322628401,Single,0
4089,35,Male,Region_3,suburban,Medium,17,1.1225702675351033,Married,0
4090,40,Female,Region_7,suburban,Low,21,0.9939101187776659,Single,1
4091,53,Male,Region_3,suburban,High,34,0.776501865353435,Married,0
4092,44,Male,Region_8,rural,Low,26,1.135449755798946,Married,3
4093,46,Male,Region_1,rural,Low,27,1.0658264351319355,Married,1
4094,29,Female,Region_6,urban,High,11,0.9151171009671244,Married,1
4095,31,Female,Region_4,suburban,Low,13,1.4202025899765998,Single,1
4096,64,Female,Region_6,suburban,Medium,45,1.0083032754903198,Married,2
4097,33,Female,Region_4,urban,High,15,0.9373502305336294,Married,2
4098,62,Male,Region_1,rural,Low,44,0.9568729337091042,Divorced,1
4099,39,Female,Region_4,suburban,Low,21,1.0997454640129818,Married,1
4100,42,Female,Region_10,urban,Low,21,0.9399769417283954,Married,1
4101,55,Female,Region_7,suburban,High,37,0.8525462176750196,Married,2
4102,57,Female,Region_2,suburban,Medium,38,1.1263396740465745,Married,1
4103,41,Male,Region_10,urban,High,23,0.997907722716886,Single,0
4104,37,Male,Region_7,rural,Low,19,0.9499620870471094,Single,0
4105,41,Female,Region_3,rural,High,23,1.090329842784758,Married,0
4106,46,Female,Region_5,urban,Medium,28,1.0128528604682019,Married,1
4107,53,Female,Region_3,suburban,Low,35,0.9682101331448794,Married,2
4108,42,Female,Region_1,suburban,Low,24,0.9749659817115051,Married,3
4109,49,Female,Region_7,urban,Medium,31,1.0371606673927354,Divorced,0
4110,62,Female,Region_2,rural,High,43,1.113165268336899,Single,2
4111,47,Male,Region_4,rural,Low,29,1.044338829056704,Married,1
4112,46,Male,Region_6,suburban,Low,28,1.1779840631085055,Married,1
4113,24,Female,Region_9,suburban,Medium,6,0.8689138998772296,Single,0
4114,18,Female,Region_1,urban,Low,0,0.9432992250329548,Married,2
4115,47,Female,Region_3,urban,Medium,28,0.8205764364041661,Widowed,1
4116,41,Female,Region_5,urban,Medium,23,0.9568556275170954,Married,0
4117,36,Female,Region_7,urban,Medium,18,1.1679746609198942,Divorced,2
4118,45,Male,Region_9,suburban,Medium,27,1.0636231804388292,Divorced,4
4119,41,Male,Region_1,urban,Low,23,1.0810223810133028,Married,0
4120,56,Female,Region_5,urban,Medium,38,1.0326853004195433,Married,0
4121,43,Male,Region_1,urban,Low,25,0.9330724401420505,Married,1
4122,33,Female,Region_7,rural,Low,15,1.1486173263640365,Married,1
4123,54,Female,Region_1,urban,Low,33,0.9457900126464633,Single,1
4124,39,Male,Region_9,suburban,Low,19,0.9828201348482004,Married,2
4125,48,Female,Region_1,rural,Low,30,1.191215035664953,Married,3
4126,36,Male,Region_7,urban,Medium,17,1.0551347867703424,Single,1
4127,34,Male,Region_2,urban,High,16,1.0877619537263241,Married,2
4128,43,Male,Region_5,suburban,Low,24,0.9539701613418514,Married,1
4129,42,Female,Region_5,suburban,Medium,24,0.8621367490562879,Married,0
4130,48,Male,Region_2,suburban,Low,30,0.8663028357336003,Single,0
4131,39,Male,Region_2,suburban,Medium,20,0.9378048013356206,Single,2
4132,20,Male,Region_1,suburban,Low,2,0.9969991121515133,Single,1
4133,37,Male,Region_1,suburban,Medium,19,0.9992469668968227,Single,2
4134,52,Male,Region_2,rural,Medium,34,1.0225693829009153,Single,0
4135,38,Male,Region_4,urban,Medium,20,1.0113471735215855,Divorced,0
4136,39,Female,Region_6,urban,High,21,1.0666661584061774,Married,0
4137,54,Male,Region_7,suburban,Low,33,1.0277110789640747,Married,0
4138,33,Female,Region_1,suburban,Medium,14,1.099781215089363,Married,0
4139,23,Male,Region_2,rural,Low,5,1.0535290504877797,Married,2
4140,40,Female,Region_7,urban,Medium,22,1.0143049122640457,Single,1
4141,36,Male,Region_4,urban,Medium,17,0.9330773465898599,Married,5
4142,30,Female,Region_2,rural,Low,12,1.05451317663338,Married,1
4143,40,Female,Region_3,urban,High,21,0.872718158468055,Married,0
4144,48,Female,Region_2,suburban,Medium,30,1.1251390551909266,Married,2
4145,42,Female,Region_1,suburban,Low,24,1.1014156215049797,Married,1
4146,46,Male,Region_7,urban,Medium,27,0.9743013283226215,Married,0
4147,64,Female,Region_2,rural,Medium,46,0.9602793170533932,Divorced,2
4148,38,Male,Region_10,urban,Medium,20,1.0956203965164004,Married,0
4149,45,Female,Region_9,urban,Medium,27,0.9942217163729431,Married,0
4150,36,Female,Region_6,urban,Low,16,1.0898103532438725,Single,4
4151,32,Female,Region_3,suburban,Low,13,1.1059449227365725,Married,1
4152,35,Male,Region_2,urban,Medium,17,0.9244180064545547,Single,1
4153,36,Male,Region_4,urban,Medium,18,0.8505346385055956,Married,2
4154,46,Male,Region_3,rural,High,26,0.989788779135384,Married,0
4155,70,Male,Region_9,suburban,High,52,1.0891461932017417,Single,2
4156,33,Male,Region_1,suburban,Low,15,0.9949695391164249,Married,1
4157,37,Male,Region_6,rural,Low,19,1.1023632543350652,Married,2
4158,41,Female,Region_5,rural,Low,23,0.8867953671863729,Single,0
4159,47,Female,Region_7,suburban,Low,29,0.8164618243612549,Married,3
4160,45,Female,Region_5,urban,Medium,26,1.00754441038611,Married,0
4161,57,Male,Region_5,suburban,Low,39,0.8962777589679815,Married,2
4162,18,Female,Region_10,suburban,Medium,0,0.9888836381517774,Single,0
4163,18,Female,Region_1,rural,Low,0,1.0174352945212422,Married,0
4164,36,Female,Region_1,urban,Medium,15,1.1050337301834792,Divorced,4
4165,55,Male,Region_3,suburban,Low,37,1.076422451251693,Married,0
4166,23,Male,Region_4,suburban,Low,5,0.9657123043104708,Married,0
4167,18,Female,Region_2,urban,Low,0,1.1498917043109798,Single,1
4168,49,Male,Region_1,suburban,Medium,31,1.2127123460055917,Divorced,2
4169,45,Female,Region_1,suburban,Low,25,1.001829424119597,Divorced,2
4170,29,Male,Region_7,urban,Medium,6,1.1271321616882357,Married,0
4171,30,Male,Region_4,suburban,Medium,11,1.210639182731056,Married,0
4172,30,Female,Region_8,urban,High,9,1.0735772503667325,Married,0
4173,43,Male,Region_3,suburban,High,25,0.9717493562021947,Married,1
4174,34,Male,Region_6,suburban,Medium,14,1.0542970289919567,Married,1
4175,48,Male,Region_4,suburban,Medium,30,0.9086884493646216,Married,0
4176,18,Female,Region_5,rural,Medium,0,0.969480354172929,Single,1
4177,32,Male,Region_3,rural,Low,13,0.960521476043956,Divorced,1
4178,28,Female,Region_1,rural,Low,10,1.0037300172369112,Married,1
4179,39,Male,Region_10,urban,High,19,1.0289445076228343,Single,1
4180,36,Female,Region_8,rural,Medium,13,0.9037631302784818,Married,0
4181,52,Female,Region_2,urban,Medium,32,1.1685073702637243,Widowed,2
4182,20,Male,Region_10,urban,High,2,1.0147531032011756,Married,0
4183,43,Male,Region_2,suburban,Medium,24,0.9567031146844981,Married,2
4184,49,Male,Region_4,suburban,Medium,31,1.1602125148117501,Single,0
4185,64,Female,Region_7,urban,High,46,1.0847025062448545,Single,1
4186,36,Male,Region_2,suburban,Low,18,1.041291554679545,Married,1
4187,46,Male,Region_3,suburban,Low,26,1.0411789874872284,Married,0
4188,20,Male,Region_3,suburban,High,2,1.0335321543302463,Married,1
4189,18,Male,Region_4,rural,Low,0,1.035595689780804,Married,1
4190,52,Male,Region_1,suburban,High,31,1.022252317763922,Married,1
4191,42,Female,Region_1,urban,Medium,22,1.082602797413038,Married,2
4192,56,Female,Region_9,suburban,Medium,37,0.9312937953842458,Married,1
4193,26,Male,Region_3,suburban,Medium,8,1.0515994324777216,Single,0
4194,48,Female,Region_1,rural,Low,28,0.9386069250980256,Married,3
4195,64,Female,Region_7,urban,High,46,1.1472842436713693,Divorced,1
4196,47,Female,Region_2,urban,Medium,29,0.9702380789262612,Married,1
4197,45,Male,Region_2,suburban,Medium,27,0.9588225784745235,Widowed,2
4198,42,Male,Region_10,suburban,Medium,24,0.8167820148396203,Married,2
4199,23,Female,Region_9,suburban,Medium,5,0.9632312854568947,Single,1
4200,58,Female,Region_1,rural,High,40,1.0979738078024293,Single,0
4201,35,Male,Region_9,rural,Medium,17,1.1504762073684167,Married,2
4202,48,Male,Region_9,urban,High,29,0.8140633695416074,Divorced,0
4203,23,Male,Region_5,rural,Medium,2,0.8978713558340699,Single,3
4204,28,Male,Region_4,suburban,Medium,10,1.0511215265201004,Divorced,0
4205,59,Male,Region_2,rural,Low,41,0.9605099601293526,Married,2
4206,38,Male,Region_1,rural,Medium,20,1.2404508799451617,Single,1
4207,59,Male,Region_5,urban,Medium,41,1.0602431110489658,Single,0
4208,41,Female,Region_8,suburban,Medium,22,1.1149481505726901,Married,0
4209,20,Male,Region_6,urban,High,2,1.1398337203593962,Single,2
4210,53,Female,Region_2,suburban,Low,33,0.9998079486281718,Married,2
4211,35,Female,Region_2,suburban,Medium,16,0.9256847226864072,Married,1
4212,50,Male,Region_5,suburban,Medium,29,1.23855958549843,Divorced,3
4213,42,Male,Region_5,rural,Low,24,0.943402721626111,Married,0
4214,23,Female,Region_1,suburban,Low,2,0.9513044192476242,Single,1
4215,44,Male,Region_5,urban,Medium,26,1.029476071141674,Single,1
4216,68,Female,Region_7,rural,Low,50,0.9678325898793623,Married,4
4217,48,Female,Region_2,suburban,Low,30,0.9067459455179241,Married,0
4218,41,Female,Region_2,rural,Low,21,1.0218566631350132,Single,3
4219,55,Female,Region_2,urban,High,36,1.0237793741033103,Single,3
4220,45,Female,Region_9,urban,Low,24,1.019738136586424,Married,2
4221,45,Male,Region_3,suburban,Medium,25,0.8584438814082189,Single,1
4222,29,Female,Region_4,suburban,Low,10,0.8634430497801456,Married,1
4223,45,Male,Region_6,suburban,High,25,0.9948546935025814,Married,0
4224,54,Male,Region_3,suburban,Medium,36,1.1208178045897015,Married,4
4225,32,Male,Region_1,suburban,Medium,8,1.0990091000928799,Married,1
4226,59,Female,Region_6,suburban,Medium,39,1.0030755859022331,Married,1
4227,41,Male,Region_6,urban,High,23,0.8846172013713538,Married,1
4228,31,Female,Region_2,urban,Medium,13,1.0966215383099323,Married,2
4229,54,Male,Region_1,rural,High,36,1.19459812924357,Divorced,2
4230,39,Female,Region_6,suburban,Medium,19,1.084382858482303,Divorced,2
4231,51,Male,Region_6,urban,Low,33,1.1746028670472717,Single,1
4232,38,Male,Region_1,suburban,High,20,1.0815309251779823,Married,0
4233,41,Male,Region_6,suburban,Low,21,1.1625407706322322,Married,0
4234,48,Male,Region_9,suburban,Low,28,1.0389318408704202,Single,2
4235,45,Male,Region_1,urban,Medium,27,0.8577993914151164,Married,0
4236,18,Female,Region_4,rural,High,0,1.052660779783267,Single,0
4237,29,Male,Region_6,suburban,Low,11,1.0562993087252832,Single,1
4238,53,Female,Region_2,rural,Medium,35,0.8874125541099755,Single,1
4239,40,Male,Region_7,urban,Medium,22,0.7759182769260934,Married,0
4240,36,Male,Region_8,urban,Medium,18,1.013381866748751,Married,2
4241,26,Male,Region_8,suburban,Low,8,1.0256907896355674,Divorced,0
4242,29,Male,Region_2,suburban,High,9,1.0035537406982111,Single,0
4243,18,Female,Region_7,suburban,Low,0,1.179737300844435,Single,2
4244,41,Female,Region_3,suburban,Low,23,1.097471458246449,Married,1
4245,35,Male,Region_2,urban,Medium,17,1.1229071160425772,Married,1
4246,30,Female,Region_1,rural,High,8,1.1064554973416085,Single,1
4247,41,Male,Region_9,urban,Low,20,0.9676450164654004,Married,1
4248,46,Female,Region_3,suburban,Medium,25,0.9732745185627253,Divorced,1
4249,67,Female,Region_8,urban,High,48,0.929423120871115,Married,2
4250,24,Female,Region_1,suburban,Low,3,1.0811957518092963,Single,0
4251,56,Male,Region_7,urban,High,37,0.8278455767444726,Divorced,0
4252,54,Male,Region_1,suburban,High,36,0.9733181895650632,Widowed,1
4253,33,Male,Region_1,suburban,Low,15,0.9771937216369718,Married,1
4254,44,Female,Region_10,urban,Low,26,0.962762273661178,Married,0
4255,37,Female,Region_1,suburban,Low,19,1.0071109998550776,Divorced,1
4256,44,Male,Region_4,urban,Medium,23,0.9174049135722961,Single,1
4257,60,Female,Region_8,urban,Medium,40,1.114094880635434,Married,0
4258,49,Female,Region_8,urban,Medium,31,1.0992367056997843,Married,1
4259,48,Male,Region_4,rural,Low,29,1.0860355985813201,Married,0
4260,37,Female,Region_5,urban,Medium,18,1.0852705926895956,Married,0
4261,24,Male,Region_5,rural,Low,6,1.2571052128163032,Married,1
4262,39,Male,Region_1,rural,Low,21,1.0192077376322377,Divorced,0
4263,56,Male,Region_2,rural,Low,38,0.9965566821151767,Married,3
4264,24,Male,Region_2,suburban,Medium,6,1.2089495461619766,Single,0
4265,29,Female,Region_3,suburban,Medium,6,0.9663599900709744,Married,1
4266,44,Male,Region_2,suburban,Low,26,0.9421296701228098,Married,2
4267,30,Male,Region_2,urban,Medium,12,1.0770122979181571,Single,1
4268,32,Male,Region_3,rural,Medium,13,1.013218564722908,Married,2
4269,37,Female,Region_3,rural,Low,16,1.2003286649851512,Married,1
4270,26,Female,Region_4,suburban,Medium,8,1.0383940328945422,Married,1
4271,30,Female,Region_1,urban,Low,10,0.9672619990371443,Single,0
4272,50,Male,Region_7,rural,Low,32,1.091419392130239,Married,2
4273,26,Female,Region_8,urban,Medium,8,0.8817790582942493,Married,0
4274,23,Female,Region_2,urban,Low,4,0.9620485503638747,Single,1
4275,34,Male,Region_1,rural,Medium,13,1.0883202237585916,Married,0
4276,51,Female,Region_6,suburban,Low,33,0.898891042183671,Married,1
4277,40,Female,Region_9,urban,Medium,22,0.9666214857422628,Single,0
4278,36,Female,Region_1,suburban,Low,18,1.0977678029051845,Married,0
4279,43,Female,Region_1,suburban,Medium,22,1.12290976587773,Single,1
4280,21,Female,Region_2,rural,Low,2,1.106763003350184,Single,3
4281,48,Male,Region_6,rural,Low,30,0.7510746029278741,Married,0
4282,47,Female,Region_10,urban,Low,29,1.0396357030945655,Single,2
4283,37,Female,Region_7,urban,Medium,19,1.1257141031529803,Married,0
4284,54,Male,Region_5,suburban,High,36,1.2027087944879773,Married,2
4285,28,Female,Region_6,suburban,Low,8,0.8856584307418133,Married,1
4286,56,Female,Region_2,suburban,High,38,0.8742096358557443,Divorced,1
4287,44,Male,Region_6,urban,High,25,1.0306302762151922,Married,1
4288,38,Female,Region_3,rural,Low,19,0.8644101905115781,Widowed,3
4289,42,Male,Region_2,suburban,Medium,24,0.9817909811289173,Married,1
4290,41,Female,Region_2,suburban,Low,23,1.0499785372560806,Married,0
4291,57,Male,Region_6,suburban,Medium,39,1.0987026087671916,Single,0
4292,29,Female,Region_7,urban,High,11,1.052433805588699,Married,0
4293,33,Male,Region_5,urban,Low,15,1.09902353846137,Married,0
4294,54,Female,Region_1,urban,High,36,1.092947741405076,Married,1
4295,35,Female,Region_1,suburban,High,16,1.0263892257810348,Married,1
4296,53,Male,Region_2,suburban,Low,33,1.0346032441011108,Single,2
4297,62,Female,Region_2,suburban,Low,44,1.1647992970225611,Married,0
4298,37,Male,Region_3,rural,Medium,19,1.0746643030984,Married,1
4299,50,Female,Region_1,urban,Low,31,1.0816076335298122,Single,2
4300,28,Female,Region_6,urban,Medium,7,1.022912946956548,Married,0
4301,51,Female,Region_6,suburban,Medium,32,0.869170960125889,Divorced,0
4302,44,Female,Region_3,suburban,Medium,22,0.9799770882100808,Married,0
4303,48,Male,Region_5,rural,High,30,1.0330941813359455,Married,1
4304,34,Male,Region_1,urban,Medium,16,1.1254153433264846,Divorced,1
4305,22,Female,Region_3,rural,Medium,4,1.181589241031928,Single,1
4306,48,Male,Region_8,urban,High,29,0.975382158057631,Married,1
4307,18,Male,Region_6,suburban,Low,0,1.148705081408526,Single,1
4308,38,Male,Region_1,suburban,Low,20,0.9087577498350644,Married,2
4309,53,Female,Region_8,urban,High,34,1.0330736178549569,Married,0
4310,44,Male,Region_6,urban,Medium,25,1.1015814856613775,Widowed,0
4311,65,Female,Region_4,suburban,Medium,46,1.202945828055991,Married,1
4312,54,Female,Region_6,urban,High,36,0.9002508428236404,Married,2
4313,34,Female,Region_1,urban,Medium,16,0.8954424481434244,Single,1
4314,42,Male,Region_5,urban,High,24,1.1760738532891366,Married,2
4315,41,Male,Region_5,suburban,Medium,22,1.1674849846428825,Single,1
4316,23,Male,Region_9,urban,High,5,1.0319353032722087,Single,2
4317,31,Female,Region_1,suburban,Low,9,1.0502064057134013,Married,4
4318,35,Male,Region_3,urban,High,16,0.9618397830825303,Married,2
4319,18,Male,Region_9,urban,Medium,0,1.0202157296751533,Single,0
4320,43,Male,Region_2,rural,Low,25,0.8299721275036213,Married,0
4321,39,Female,Region_8,suburban,High,21,1.0027936662325991,Married,0
4322,22,Female,Region_1,rural,Low,4,1.029025630724389,Single,0
4323,47,Male,Region_1,rural,Low,29,1.2071323586986304,Divorced,0
4324,51,Male,Region_3,urban,High,32,1.1503882643119314,Divorced,0
4325,45,Female,Region_7,suburban,Medium,25,1.0551706420570497,Single,1
4326,38,Male,Region_1,urban,Medium,18,0.9060815109763793,Single,0
4327,49,Female,Region_3,rural,Low,28,0.9519078585555856,Married,0
4328,50,Female,Region_1,suburban,Medium,30,0.9783110735594941,Single,0
4329,46,Female,Region_2,rural,Medium,26,1.1033216145201132,Divorced,2
4330,32,Female,Region_4,urban,High,12,0.8348869950240142,Married,2
4331,45,Female,Region_2,rural,Low,27,0.9801708043117755,Married,0
4332,56,Female,Region_2,urban,High,37,0.9949100602764918,Married,0
4333,35,Male,Region_3,rural,Low,14,0.8527094139155736,Married,3
4334,67,Male,Region_6,suburban,Medium,48,1.0953196328114854,Single,4
4335,36,Female,Region_1,suburban,Medium,18,0.7704449086111849,Single,1
4336,42,Male,Region_4,suburban,Low,23,0.9783255181953083,Single,2
4337,34,Female,Region_2,rural,Low,16,0.9963332151383235,Divorced,0
4338,45,Male,Region_3,rural,Low,23,1.1434788093771742,Married,1
4339,21,Female,Region_8,urban,High,3,1.0897680311442237,Single,0
4340,35,Female,Region_9,urban,Medium,16,0.8185868405228508,Married,1
4341,29,Female,Region_2,rural,Low,8,0.9083660507076138,Single,0
4342,44,Male,Region_5,urban,Medium,26,0.8474499008568884,Single,2
4343,54,Female,Region_6,suburban,High,35,0.9896082420419272,Married,0
4344,50,Male,Region_8,urban,High,32,0.9235056658953169,Married,1
4345,18,Male,Region_9,urban,Low,0,1.0135737556602176,Single,2
4346,67,Male,Region_4,suburban,Low,48,0.8895903202474229,Single,1
4347,46,Female,Region_10,suburban,High,28,0.9280019308979008,Single,4
4348,33,Male,Region_10,suburban,Low,14,1.0749588175203793,Married,2
4349,44,Female,Region_4,suburban,Medium,25,1.0754516207860418,Married,1
4350,44,Female,Region_5,urban,Medium,26,0.9032212678271823,Single,1
4351,34,Female,Region_6,suburban,High,16,0.760893776515178,Single,1
4352,44,Female,Region_3,suburban,Low,26,1.1111769503122682,Single,0
4353,35,Female,Region_6,urban,Medium,17,0.9958217126233656,Married,2
4354,37,Female,Region_4,suburban,Medium,19,0.9366342015336795,Married,0
4355,34,Female,Region_1,urban,Low,15,0.8847270360598395,Divorced,3
4356,25,Male,Region_8,urban,High,6,0.9687670449455691,Single,0
4357,44,Male,Region_10,suburban,Medium,26,0.9849235936428407,Married,1
4358,49,Male,Region_1,urban,Medium,31,1.0695511532594852,Married,1
4359,48,Male,Region_7,urban,Medium,27,1.2255816932772863,Single,1
4360,52,Male,Region_3,suburban,Medium,34,0.9379372742706218,Married,2
4361,46,Female,Region_5,urban,Medium,26,1.129862433376759,Married,0
4362,36,Female,Region_4,rural,Low,18,0.9473300581243187,Married,1
4363,52,Male,Region_5,rural,Medium,33,0.9537357388831064,Divorced,3
4364,26,Female,Region_4,rural,Low,7,0.8118916332079065,Married,0
4365,31,Male,Region_8,suburban,Low,11,0.8333305965423733,Single,1
4366,30,Male,Region_6,suburban,Low,12,0.8090114684683528,Married,2
4367,55,Female,Region_3,rural,Low,37,1.124372892469525,Divorced,1
4368,53,Female,Region_6,rural,Low,35,1.0552748869501072,Married,0
4369,48,Male,Region_10,suburban,Medium,30,1.159509041417838,Married,1
4370,55,Male,Region_1,rural,Medium,36,0.865226454548255,Married,0
4371,31,Male,Region_3,suburban,Medium,10,0.9761016136004853,Married,2
4372,46,Male,Region_8,suburban,Low,27,0.9654060149730463,Single,0
4373,40,Female,Region_7,suburban,Low,22,0.9911844688479083,Married,2
4374,52,Female,Region_9,suburban,Low,30,0.867963170973151,Married,0
4375,41,Female,Region_1,suburban,Medium,21,1.0897844903986376,Single,1
4376,37,Male,Region_8,urban,Medium,19,0.8882893908314613,Married,0
4377,48,Female,Region_7,suburban,Medium,28,0.9527752654713836,Married,1
4378,53,Male,Region_8,suburban,Low,33,1.1369797636740158,Divorced,0
4379,34,Female,Region_5,suburban,Low,16,1.0211385461505968,Single,2
4380,41,Male,Region_1,urban,Low,22,1.095291376075843,Single,0
4381,29,Female,Region_4,suburban,High,11,0.9903159311637391,Married,0
4382,18,Female,Region_3,urban,Medium,0,1.140274285627767,Single,0
4383,44,Female,Region_4,suburban,High,25,1.0465034012282994,Single,1
4384,49,Male,Region_7,rural,Medium,31,0.7922857488781284,Married,0
4385,45,Female,Region_5,suburban,Medium,27,0.8445128211396362,Married,2
4386,19,Female,Region_2,urban,Medium,1,0.9315462186107927,Single,0
4387,38,Female,Region_5,suburban,Medium,20,0.9930693655634747,Divorced,0
4388,18,Male,Region_1,urban,High,0,0.9378252729293386,Single,1
4389,58,Male,Region_1,suburban,High,39,1.1180123777094864,Divorced,3
4390,29,Male,Region_3,suburban,Medium,9,1.0555039146819154,Married,0
4391,57,Male,Region_7,urban,High,39,0.9863832025751755,Married,1
4392,53,Female,Region_8,urban,Low,35,1.0151964714791364,Married,3
4393,31,Female,Region_5,urban,High,13,1.1495515711457784,Married,0
4394,28,Male,Region_8,urban,Medium,9,0.8469770159586201,Married,0
4395,46,Female,Region_1,rural,Low,28,1.0915303878461367,Single,2
