policy_id,customer_id,policy_start_date,policy_duration_months,vehicle_type,vehicle_power,vehicle_age,annual_mileage,coverage_type,deductible_amount,annual_premium
5412,3622,2024-03-05,24,sedan,108.3,2,13440,full,535.0,1585.72
5413,3623,2026-02-28,12,sedan,122.4,2,14413,premium,301.0,1313.75
5414,3623,2023-03-05,12,sedan,128.4,6,8507,full,610.0,1654.33
5415,3624,2023-07-14,24,sedan,126.3,1,11771,basic,731.0,1561.66
5416,3625,2026-01-29,12,city_car,87.4,4,17146,full,594.0,1325.62
5417,3626,2024-04-08,12,city_car,82.5,6,14725,basic,681.0,979.96
5418,3626,2022-08-16,24,SUV,149.9,1,11660,premium,504.0,1405.28
5419,3627,2023-07-25,36,city_car,73.8,5,16143,basic,945.0,1159.8
5420,3627,2025-10-28,36,SUV,160.8,15,13804,basic,820.0,1524.8
5421,3628,2021-06-25,12,sedan,117.0,3,8196,premium,433.0,1426.64
5422,3629,2024-12-27,24,sports_car,205.6,2,9197,premium,444.0,1856.8
5423,3630,2025-09-30,36,electric,123.3,3,17197,full,467.0,1398.92
5424,3630,2024-08-29,36,sports_car,287.3,8,13690,premium,399.0,2117.9
5425,3631,2022-10-23,24,SUV,158.3,5,5000,premium,452.0,1624.03
5426,3631,2024-02-06,12,city_car,102.9,3,12850,premium,314.0,1280.57
5427,3632,2024-03-03,12,city_car,89.5,7,9458,basic,788.0,1096.62
5428,3633,2024-07-28,12,SUV,183.0,14,10552,basic,878.0,1850.04
5429,3634,2025-03-09,12,sports_car,285.2,8,16668,basic,881.0,2026.96
5430,3635,2023-10-07,12,SUV,168.2,5,9821,premium,200.0,1469.58
5431,3636,2021-10-30,24,sedan,83.8,8,7768,basic,781.0,1180.46
5432,3637,2022-05-04,12,city_car,77.2,4,17027,basic,661.0,1124.25
5433,3637,2021-03-13,24,SUV,136.7,8,15355,basic,718.0,1457.13
5434,3638,2022-09-06,12,sedan,130.8,9,7754,basic,883.0,1330.67
5435,3638,2022-10-10,12,electric,152.6,2,16109,full,366.0,1770.98
5436,3639,2023-06-08,36,city_car,120.0,5,13398,full,744.0,1401.95
5437,3639,2022-11-15,12,sports_car,212.1,2,5048,premium,200.0,2017.89
5438,3640,2024-06-01,24,SUV,179.1,5,8650,basic,805.0,1560.48
5439,3640,2023-08-23,12,SUV,153.6,7,5000,basic,1095.0,1378.22
5440,3641,2025-11-24,12,SUV,165.4,12,9643,full,568.0,1885.67
5441,3641,2021-10-21,36,sedan,126.6,1,11710,basic,1204.0,1166.15
5442,3642,2022-02-12,24,sedan,104.8,4,14637,basic,870.0,1256.95
5443,3642,2024-07-13,12,city_car,85.4,8,18196,full,826.0,1424.0
5444,3643,2024-07-31,12,sedan,80.0,10,19199,premium,534.0,1243.33
5445,3644,2025-10-15,24,sedan,121.9,1,13408,basic,917.0,1334.49
5446,3644,2022-06-09,12,city_car,104.4,7,15471,full,515.0,1430.34
5447,3645,2025-11-25,24,city_car,74.9,3,14029,basic,730.0,1014.17
5448,3646,2022-12-29,12,sports_car,180.0,5,9663,full,547.0,2071.02
5449,3647,2024-02-04,36,sports_car,221.8,9,16475,full,630.0,2077.32
5450,3647,2021-07-20,36,SUV,169.2,11,14997,premium,456.0,1673.26
5451,3648,2025-07-22,12,city_car,111.7,7,10143,basic,753.0,1331.4
5452,3648,2022-11-25,12,electric,111.1,6,13359,basic,1040.0,1549.32
5453,3649,2023-07-20,24,city_car,87.4,6,8906,full,495.0,1453.56
5454,3649,2021-08-06,12,sports_car,253.0,6,10642,basic,859.0,2077.75
5455,3650,2024-04-13,24,city_car,86.3,9,13289,full,520.0,1431.57
5456,3651,2022-03-08,24,city_car,86.6,2,12609,full,440.0,1295.11
5457,3651,2022-12-08,12,city_car,76.0,7,8014,full,386.0,1373.91
5458,3652,2023-06-24,12,city_car,111.0,3,17506,basic,752.0,1158.68
5459,3653,2021-08-26,12,electric,138.7,10,10619,full,587.0,1783.57
5460,3654,2024-03-11,24,electric,114.8,7,11603,basic,788.0,1324.03
5461,3655,2024-01-25,36,city_car,104.2,3,11816,premium,362.0,1493.75
5462,3655,2022-04-21,24,city_car,50.0,6,13009,basic,856.0,921.22
5463,3656,2021-03-06,12,city_car,92.2,10,9529,premium,531.0,1243.22
5464,3656,2024-01-23,12,city_car,75.5,3,15458,basic,942.0,939.85
5465,3657,2025-04-15,12,SUV,133.4,4,11403,full,615.0,1571.58
5466,3658,2024-07-22,24,city_car,62.2,8,18546,premium,482.0,1206.57
5467,3658,2025-05-14,24,city_car,58.9,1,8298,full,537.0,1498.98
5468,3659,2025-10-17,12,city_car,99.3,4,5000,basic,1394.0,1082.12
5469,3659,2025-10-17,24,sedan,112.0,14,8505,premium,305.0,1348.12
5470,3660,2026-02-16,12,city_car,77.6,3,11712,full,576.0,1113.55
5471,3661,2023-01-28,24,sedan,103.2,4,6232,full,629.0,1540.47
5472,3662,2022-02-07,24,sports_car,288.1,8,13968,premium,463.0,2165.67
5473,3663,2023-10-08,12,SUV,163.4,1,14651,premium,327.0,1557.85
5474,3663,2023-01-07,12,sedan,80.0,3,15184,full,718.0,1193.4
5475,3664,2025-05-28,12,city_car,63.4,10,16659,premium,310.0,1167.78
5476,3664,2024-04-21,12,SUV,135.1,8,10679,premium,429.0,1624.96
5477,3665,2021-04-01,12,city_car,56.5,3,10524,premium,627.0,1089.68
5478,3666,2024-03-22,36,sports_car,238.6,5,14367,premium,374.0,2056.91
5479,3666,2023-07-14,36,sports_car,264.9,11,11336,basic,1072.0,2051.88
5480,3667,2023-04-07,24,sports_car,240.9,5,13129,basic,837.0,2093.17
5481,3668,2021-10-18,12,electric,141.4,4,12711,basic,1128.0,1573.53
5482,3669,2021-09-01,24,city_car,53.8,3,16138,full,675.0,1087.3
5483,3669,2025-05-16,36,electric,117.2,5,10738,premium,454.0,1239.33
5484,3670,2024-12-08,12,city_car,77.7,15,17120,basic,662.0,1049.24
5485,3671,2025-12-18,24,city_car,85.6,7,16155,full,352.0,1145.79
5486,3671,2024-02-16,24,city_car,76.3,10,14934,basic,1031.0,1027.04
5487,3672,2021-04-14,12,sedan,86.7,15,11128,premium,385.0,1267.31
5488,3673,2023-12-11,36,city_car,62.2,3,15775,full,801.0,1104.64
5489,3673,2021-05-21,12,city_car,85.7,7,16609,premium,365.0,1107.27
5490,3674,2021-12-17,12,electric,186.7,8,10165,premium,405.0,1551.87
5491,3674,2022-11-27,12,city_car,90.1,1,14983,full,495.0,1395.09
5492,3675,2021-12-12,36,sports_car,229.2,9,10300,full,486.0,2041.06
5493,3675,2024-08-30,24,SUV,176.9,13,12939,full,404.0,1887.83
5494,3676,2023-07-08,24,sedan,115.8,11,5489,full,414.0,1335.65
5495,3676,2021-07-30,12,SUV,140.8,9,17740,premium,352.0,1497.64
5496,3677,2021-06-16,36,electric,123.5,6,14414,premium,355.0,1479.46
5497,3677,2025-12-01,36,city_car,50.0,7,18754,basic,933.0,962.76
5498,3678,2025-12-10,36,city_car,83.3,2,10180,basic,871.0,1215.7
5499,3678,2024-03-03,12,SUV,156.6,6,13712,premium,267.0,1754.7
5500,3679,2022-12-26,36,sedan,115.4,3,9171,full,639.0,1437.97
5501,3679,2025-12-02,24,sedan,84.4,10,9560,premium,457.0,1210.67
5502,3680,2023-06-13,36,SUV,180.0,14,13443,basic,790.0,1715.18
5503,3680,2022-07-09,36,SUV,132.7,4,11877,full,534.0,1491.12
5504,3681,2022-11-29,12,sedan,122.5,2,10400,full,594.0,1391.27
5505,3681,2021-05-20,12,sports_car,274.8,9,16894,premium,385.0,2295.9
5506,3682,2022-06-04,24,city_car,72.5,5,19526,premium,385.0,1170.23
5507,3682,2025-09-04,12,city_car,83.1,12,7830,basic,1194.0,1078.63
5508,3683,2025-04-10,24,electric,145.6,7,11258,basic,841.0,1348.06
5509,3683,2023-06-01,24,city_car,80.8,7,5197,basic,844.0,1216.6
5510,3684,2021-10-29,24,sedan,102.3,3,11933,basic,960.0,1200.62
5511,3685,2025-03-09,12,SUV,163.2,7,10181,full,435.0,1743.76
5512,3685,2024-01-30,36,city_car,86.8,11,14659,basic,1245.0,929.96
5513,3686,2025-08-04,24,sports_car,286.0,5,11439,basic,997.0,2266.68
5514,3686,2022-08-11,12,SUV,141.5,6,13645,basic,1159.0,1385.27
5515,3687,2021-10-20,12,city_car,64.1,4,9316,basic,1245.0,1111.16
5516,3688,2023-07-13,12,SUV,155.3,9,11490,full,695.0,1603.68
5517,3689,2025-08-20,24,city_car,90.8,5,10638,premium,449.0,1338.1
5518,3690,2021-08-08,36,city_car,94.7,8,9508,premium,245.0,1168.57
5519,3691,2021-11-09,24,SUV,163.5,4,15192,basic,871.0,1652.69
5520,3692,2021-11-09,24,electric,137.1,3,9910,premium,392.0,1552.86
5521,3692,2021-08-14,12,SUV,145.9,1,11997,premium,449.0,1480.73
5522,3693,2025-10-02,12,SUV,152.6,1,17546,premium,353.0,1788.94
5523,3693,2022-08-19,12,sedan,111.6,10,14639,premium,579.0,1225.87
5524,3694,2023-12-07,24,city_car,83.6,6,5146,basic,814.0,1173.25
5525,3694,2024-09-07,12,city_car,60.8,7,10684,premium,277.0,1016.42
5526,3695,2022-02-21,12,city_car,76.8,5,9669,basic,873.0,1244.09
5527,3695,2023-12-30,36,city_car,89.2,7,9720,full,300.0,1338.18
5528,3696,2022-08-19,12,SUV,176.7,3,21489,basic,1097.0,1551.35
5529,3697,2024-03-04,12,city_car,78.6,4,14202,premium,354.0,1162.54
5530,3697,2025-06-23,24,electric,137.8,5,9231,premium,404.0,1705.53
5531,3698,2023-11-13,12,electric,155.3,2,17317,full,615.0,1994.87
5532,3698,2024-10-13,36,sedan,124.7,8,11034,full,571.0,1686.71
5533,3699,2023-09-08,24,sedan,93.3,3,13638,basic,804.0,1190.68
5534,3700,2022-09-29,24,SUV,136.4,4,13193,full,409.0,1374.63
5535,3701,2022-10-20,12,electric,141.1,11,11275,premium,586.0,1468.14
5536,3702,2022-07-24,36,sedan,120.3,12,12752,premium,257.0,1285.33
5537,3702,2025-04-12,12,city_car,66.3,2,11350,premium,477.0,1029.26
5538,3703,2022-12-14,12,sedan,138.1,3,10305,full,724.0,1688.2
5539,3703,2021-09-25,12,SUV,142.8,7,12764,full,667.0,1773.92
5540,3704,2024-04-09,36,city_car,61.4,3,18053,basic,990.0,1105.55
5541,3705,2024-12-31,12,city_car,80.3,5,15065,full,711.0,1198.24
5542,3706,2024-05-11,24,sedan,121.7,3,12756,basic,1002.0,1217.5
5543,3707,2022-11-05,12,sedan,80.0,5,17793,premium,351.0,1277.07
5544,3707,2022-05-29,36,city_car,93.4,1,5536,full,505.0,1347.49
5545,3708,2022-01-13,36,SUV,130.0,3,11087,basic,595.0,1327.64
5546,3709,2021-09-15,12,city_car,62.3,4,12243,premium,372.0,1084.41
5547,3709,2023-11-29,12,city_car,86.4,1,10990,premium,414.0,1318.69
5548,3710,2022-04-14,12,SUV,174.4,1,13978,premium,200.0,1748.18
5549,3711,2022-01-07,24,SUV,165.9,4,5000,basic,919.0,1470.88
5550,3711,2026-02-21,12,SUV,140.3,4,15675,premium,334.0,1476.18
5551,3712,2022-11-14,36,sports_car,312.0,11,14845,basic,1267.0,2137.67
5552,3713,2023-11-19,24,electric,125.9,11,12513,full,638.0,1780.05
5553,3713,2025-03-04,12,sedan,120.8,4,14148,full,565.0,1550.21
5554,3714,2021-11-13,36,city_car,81.9,8,9094,premium,382.0,1389.62
5555,3715,2023-12-09,12,SUV,167.5,10,9140,basic,1048.0,1480.77
5556,3715,2023-05-20,12,city_car,66.8,5,14047,full,852.0,1103.22
5557,3716,2023-01-30,24,sedan,104.5,6,13177,basic,993.0,1356.52
5558,3716,2021-08-31,12,SUV,149.8,3,12333,basic,995.0,1541.13
5559,3717,2023-01-14,36,city_car,81.2,15,19450,premium,282.0,1325.33
5560,3718,2024-03-07,12,SUV,157.7,3,24091,full,811.0,1751.7
5561,3718,2024-01-24,24,SUV,122.7,10,15809,basic,1049.0,1445.74
5562,3719,2026-01-27,12,SUV,209.0,11,19079,basic,808.0,1716.42
5563,3719,2024-12-23,24,city_car,79.6,5,16711,premium,274.0,1168.25
5564,3720,2024-06-01,12,SUV,140.6,2,15378,premium,200.0,1495.99
5565,3720,2024-02-09,12,city_car,82.0,2,12062,basic,780.0,1184.77
5566,3721,2025-04-12,24,sports_car,277.2,6,14321,full,582.0,2310.86
5567,3722,2025-11-28,36,SUV,190.1,6,18510,basic,1044.0,1762.54
5568,3722,2024-08-29,36,SUV,187.1,4,13801,full,510.0,1880.33
5569,3723,2026-01-26,12,sedan,80.0,5,14152,premium,620.0,1362.54
5570,3724,2022-09-19,12,SUV,154.2,2,11573,basic,865.0,1578.22
5571,3724,2021-08-04,24,city_car,58.8,2,15440,full,877.0,1251.57
5572,3725,2023-04-27,24,city_car,61.9,2,18841,full,670.0,1223.61
5573,3725,2025-07-26,12,city_car,113.7,6,5000,basic,949.0,1145.71
5574,3726,2025-05-04,12,city_car,95.2,15,9901,premium,295.0,1415.43
5575,3726,2024-01-17,24,city_car,72.0,3,19173,premium,324.0,1423.21
5576,3727,2022-02-11,12,SUV,177.0,4,5455,full,782.0,1573.39
5577,3728,2021-07-14,36,SUV,127.8,2,9994,premium,466.0,1512.7
5578,3729,2022-02-05,12,sports_car,196.2,4,7412,full,507.0,1872.67
5579,3730,2022-10-03,12,sedan,117.3,6,11122,full,495.0,1594.67
5580,3730,2025-06-06,36,city_car,69.7,4,12245,premium,344.0,1089.47
5581,3731,2023-06-09,12,city_car,75.2,3,10245,full,477.0,1254.05
5582,3731,2023-05-25,12,sedan,139.7,3,15915,full,589.0,1750.84
5583,3732,2023-07-18,36,city_car,96.2,3,15318,full,682.0,1373.24
5584,3733,2021-04-19,12,SUV,199.5,2,5475,full,601.0,1829.68
5585,3733,2022-03-05,12,SUV,124.2,3,7590,full,503.0,1543.78
5586,3734,2026-01-12,12,SUV,138.4,6,15563,full,678.0,1496.26
5587,3735,2021-03-30,24,sedan,135.2,4,14519,basic,1022.0,1133.29
5588,3735,2024-03-10,12,sedan,117.0,11,15139,basic,939.0,1204.47
5589,3736,2023-11-03,24,SUV,144.6,7,17996,full,539.0,1753.67
5590,3736,2024-11-05,36,city_car,79.0,4,13789,basic,647.0,1037.2
5591,3737,2022-11-12,24,sedan,145.0,4,6894,premium,363.0,1475.83
5592,3738,2023-07-15,12,city_car,81.8,3,13554,basic,1114.0,1084.75
5593,3738,2021-03-16,12,city_car,82.7,9,15294,basic,789.0,1152.97
5594,3739,2021-08-11,24,sports_car,280.8,13,7971,premium,490.0,1904.94
5595,3739,2023-09-19,24,city_car,71.8,2,9742,basic,1160.0,1001.03
5596,3740,2023-05-21,24,city_car,98.2,4,13077,full,623.0,1447.14
5597,3741,2024-03-13,12,city_car,72.1,4,10862,basic,1054.0,934.57
5598,3741,2026-01-14,12,city_car,64.9,2,10608,basic,1116.0,1088.42
5599,3742,2021-07-07,12,sedan,129.2,8,11168,basic,829.0,1626.78
5600,3743,2023-02-04,36,city_car,91.5,4,11578,basic,822.0,1252.81
5601,3744,2021-04-23,12,city_car,78.3,5,14326,basic,683.0,980.27
5602,3744,2022-06-05,36,city_car,99.6,4,10720,premium,359.0,1272.6
5603,3745,2023-11-01,24,sedan,130.5,6,10050,basic,598.0,1496.13
5604,3746,2024-01-09,12,SUV,191.7,14,9852,full,711.0,1906.6
5605,3747,2025-12-04,12,sports_car,205.5,9,11063,basic,1093.0,1673.07
5606,3747,2022-11-02,36,city_car,73.2,9,12333,basic,1011.0,1207.43
5607,3748,2025-03-31,12,city_car,71.5,10,20733,basic,1197.0,1270.11
5608,3748,2021-06-10,24,city_car,64.3,13,14502,full,543.0,1248.75
5609,3749,2025-02-12,12,electric,140.4,4,12864,basic,1109.0,1391.58
5610,3750,2024-10-25,12,city_car,85.7,2,10168,premium,449.0,1360.43
5611,3750,2021-04-11,12,city_car,94.1,4,11312,basic,1298.0,966.45
5612,3751,2023-04-16,36,SUV,173.0,4,7367,basic,1004.0,1729.53
5613,3751,2025-02-28,36,sedan,80.0,2,16255,full,578.0,1365.46
5614,3752,2022-08-30,12,city_car,63.7,8,10746,basic,802.0,1066.77
5615,3752,2025-04-25,36,SUV,116.4,5,8603,basic,984.0,1379.0
5616,3753,2025-09-12,36,SUV,143.9,2,9533,premium,445.0,1607.01
5617,3754,2026-02-13,12,city_car,87.4,3,18340,basic,1051.0,1149.29
5618,3755,2023-12-18,12,sedan,85.6,13,14042,full,507.0,1362.76
5619,3756,2022-06-14,12,SUV,110.0,10,15172,basic,1184.0,1162.24
5620,3756,2026-03-02,12,SUV,207.2,7,6388,basic,1083.0,1718.51
5621,3757,2024-02-28,12,city_car,88.7,6,12647,full,491.0,1375.64
5622,3758,2023-01-17,12,city_car,78.1,8,11448,full,532.0,1203.12
5623,3759,2025-08-21,24,sports_car,311.4,12,10594,full,453.0,2383.32
5624,3760,2023-02-01,12,electric,124.4,5,12727,basic,741.0,1357.94
5625,3760,2024-06-02,12,sedan,110.5,5,20849,full,730.0,1551.7
5626,3761,2024-11-12,12,sedan,80.0,2,6943,basic,775.0,1031.09
5627,3762,2025-08-02,36,city_car,78.9,8,6769,premium,306.0,1138.8
5628,3763,2022-01-09,12,city_car,85.8,3,12332,basic,743.0,1010.51
5629,3764,2021-10-11,12,city_car,80.5,9,15438,basic,896.0,1063.07
5630,3764,2024-02-29,12,electric,126.7,9,7318,basic,753.0,1434.59
5631,3765,2022-07-31,12,SUV,152.4,7,9261,full,500.0,1789.28
5632,3766,2025-05-14,12,sports_car,290.2,1,11698,premium,266.0,2239.85
5633,3767,2021-05-11,12,city_car,68.7,9,8170,basic,1023.0,1059.63
5634,3768,2022-01-04,12,city_car,57.1,5,12995,basic,885.0,921.69
5635,3768,2025-11-30,36,SUV,119.9,3,11331,basic,903.0,1400.75
5636,3769,2021-11-29,12,electric,148.5,1,11986,full,566.0,1552.95
5637,3769,2025-02-07,12,sedan,125.3,3,9676,basic,772.0,1367.02
5638,3770,2025-01-07,24,sedan,103.7,10,9467,basic,946.0,1383.45
5639,3770,2021-10-14,12,city_car,101.0,5,14319,basic,1129.0,1181.63
5640,3771,2023-01-15,12,SUV,134.4,6,15262,basic,763.0,1389.7
5641,3771,2025-03-24,36,SUV,160.0,6,16489,premium,392.0,1598.59
5642,3772,2025-04-30,24,city_car,78.4,1,10939,basic,953.0,1290.83
5643,3772,2024-03-09,36,sports_car,292.8,4,10015,basic,923.0,2223.26
5644,3773,2022-03-08,12,SUV,177.6,13,6202,basic,732.0,1655.47
5645,3773,2025-03-04,24,sedan,121.9,7,5062,basic,938.0,1281.17
5646,3774,2023-11-09,12,city_car,84.5,7,13395,full,528.0,1409.23
5647,3775,2024-01-25,12,city_car,74.7,5,13654,basic,1021.0,1118.28
5648,3776,2021-07-24,12,sports_car,249.3,11,13412,full,686.0,2373.46
5649,3776,2025-02-16,12,city_car,77.8,3,5000,full,648.0,1121.63
5650,3777,2024-09-13,12,sports_car,304.4,7,9449,full,702.0,2415.66
5651,3778,2023-03-11,36,sports_car,220.0,14,12676,full,356.0,1946.38
5652,3778,2023-07-03,12,sports_car,330.6,3,12474,full,697.0,2663.55
5653,3779,2026-02-15,12,sedan,118.9,6,13925,basic,1018.0,1191.02
5654,3780,2026-03-03,12,city_car,83.6,8,16310,full,761.0,1446.61
5655,3780,2024-04-16,12,city_car,65.2,8,15656,basic,967.0,1005.06
5656,3781,2022-09-22,12,city_car,75.9,8,12075,full,546.0,1281.79
5657,3782,2021-03-09,12,SUV,159.0,9,15694,basic,1135.0,1629.19
5658,3782,2022-09-29,24,city_car,87.9,4,6729,full,780.0,1333.45
5659,3783,2021-07-30,36,SUV,157.7,3,8974,premium,409.0,1682.23
5660,3783,2022-10-20,24,SUV,173.5,15,7712,premium,200.0,1901.99
5661,3784,2024-06-19,12,city_car,64.1,3,14679,basic,825.0,985.1
5662,3784,2023-04-22,12,city_car,85.8,4,18964,basic,892.0,1065.75
5663,3785,2024-01-31,12,city_car,89.8,1,13716,premium,340.0,1165.02
5664,3786,2025-05-14,12,sedan,117.2,6,10850,full,556.0,1413.34
5665,3787,2021-08-24,12,city_car,92.2,6,15119,premium,359.0,1318.0
5666,3787,2025-11-20,12,sports_car,212.4,6,16386,premium,439.0,1890.83
5667,3788,2021-10-23,12,SUV,134.9,4,15594,full,664.0,1616.38
5668,3788,2022-06-02,36,city_car,86.6,3,16680,basic,836.0,1294.53
5669,3789,2023-04-20,12,electric,139.9,5,18420,full,432.0,1740.87
5670,3789,2025-07-13,12,sedan,83.1,3,16267,basic,991.0,1230.92
5671,3790,2022-02-09,12,city_car,101.1,6,9758,premium,493.0,1307.82
5672,3791,2026-02-09,12,electric,136.3,7,11829,basic,809.0,1469.65
5673,3791,2023-04-09,12,city_car,69.9,4,12667,basic,973.0,924.91
5674,3792,2023-12-07,12,city_car,67.6,15,6317,basic,832.0,1157.73
5675,3793,2025-06-03,12,sports_car,230.7,3,20912,basic,810.0,1964.2
5676,3794,2022-04-08,12,city_car,86.7,6,19576,full,441.0,1288.45
5677,3794,2026-01-08,12,sedan,150.4,6,9456,full,744.0,1776.34
5678,3795,2023-11-24,12,city_car,73.0,5,17715,basic,908.0,1175.91
5679,3796,2021-05-26,12,sedan,92.0,6,5000,basic,1047.0,1287.72
5680,3797,2022-10-10,12,SUV,194.2,11,6181,premium,370.0,1662.39
5681,3798,2024-02-06,12,city_car,70.1,8,19827,full,735.0,1437.34
5682,3798,2024-06-25,12,sedan,92.8,4,7346,full,536.0,1450.55
5683,3799,2021-10-10,12,SUV,157.4,6,12182,basic,928.0,1464.54
5684,3800,2025-01-26,36,electric,136.9,5,14288,premium,315.0,1315.33
5685,3801,2023-12-20,36,city_car,80.4,2,13620,basic,809.0,1027.45
5686,3801,2022-04-21,24,city_car,68.9,9,11067,full,753.0,1235.47
5687,3802,2024-12-15,36,electric,141.4,3,14311,full,760.0,1686.93
5688,3803,2021-03-10,12,sedan,160.9,7,9318,premium,333.0,1677.33
5689,3803,2024-10-07,12,sedan,86.6,8,11059,basic,810.0,1133.96
5690,3804,2025-08-14,36,SUV,150.4,4,17928,full,727.0,1881.98
5691,3805,2022-12-14,36,city_car,82.6,7,8384,premium,422.0,1339.18
5692,3806,2024-03-26,12,SUV,135.1,8,10859,basic,824.0,1346.94
5693,3807,2025-10-03,36,city_car,96.5,4,12430,basic,608.0,1122.61
5694,3808,2021-04-23,24,sedan,130.3,10,12477,full,715.0,1509.49
5695,3808,2025-04-28,24,city_car,72.9,15,15239,full,697.0,1361.1
5696,3809,2021-05-13,12,SUV,185.1,6,12141,full,697.0,1790.4
5697,3809,2023-11-08,24,sedan,88.8,6,11379,full,603.0,1299.83
5698,3810,2022-07-02,24,sports_car,200.4,5,17957,basic,500.0,1738.01
5699,3811,2021-04-08,36,sports_car,273.4,4,11895,full,560.0,2244.1
5700,3812,2022-05-08,24,city_car,91.9,3,10516,full,655.0,1281.49
5701,3813,2023-11-16,12,SUV,172.4,10,16357,premium,551.0,1665.06
5702,3813,2022-03-24,12,city_car,81.2,4,19812,basic,1313.0,1098.56
5703,3814,2023-09-14,24,sports_car,214.7,1,8826,full,576.0,2037.42
5704,3814,2024-07-07,12,city_car,93.8,2,6621,full,608.0,1323.95
5705,3815,2021-04-25,12,sports_car,221.8,4,8943,basic,933.0,1767.99
5706,3816,2023-06-01,12,SUV,159.2,2,19442,full,608.0,1690.35
5707,3817,2022-03-09,12,SUV,143.7,7,13528,premium,379.0,1354.82
5708,3818,2022-07-20,12,sedan,90.0,4,8742,premium,271.0,1396.94
5709,3818,2022-01-26,12,sedan,132.5,9,5333,basic,1094.0,1246.58
5710,3819,2023-08-18,12,city_car,102.8,5,13926,premium,457.0,1217.8
5711,3820,2024-11-11,12,sedan,104.4,3,12543,premium,308.0,1222.87
5712,3820,2022-08-10,24,electric,128.0,14,11962,basic,858.0,1363.1
5713,3821,2024-07-01,12,SUV,146.9,8,13488,full,511.0,1699.17
5714,3821,2023-10-23,12,sedan,115.1,3,12276,premium,302.0,1324.58
5715,3822,2025-09-29,12,sedan,128.1,3,8261,full,602.0,1467.91
5716,3823,2024-04-08,12,city_car,82.8,7,19467,full,605.0,1332.07
5717,3823,2024-03-02,12,sedan,149.3,5,11573,full,460.0,1476.55
5718,3824,2022-01-18,12,sedan,84.0,8,17047,basic,1033.0,1295.22
5719,3824,2021-05-24,12,city_car,82.9,6,12646,full,478.0,1412.33
5720,3825,2021-08-01,36,sedan,151.0,3,5000,full,643.0,1720.45
5721,3826,2023-07-29,12,SUV,145.1,2,13647,full,415.0,1722.13
5722,3827,2025-04-18,24,city_car,81.8,6,13745,basic,1102.0,1151.98
5723,3828,2023-04-02,12,sedan,104.7,3,12257,basic,619.0,1372.57
5724,3828,2024-07-10,36,SUV,176.0,8,21834,basic,650.0,1514.26
5725,3829,2023-04-07,24,city_car,91.6,2,14367,basic,910.0,1066.78
5726,3830,2024-11-13,12,city_car,75.1,6,9409,basic,876.0,1029.11
5727,3831,2024-02-20,12,city_car,119.7,4,10236,premium,354.0,1426.61
5728,3832,2022-07-05,12,city_car,80.0,13,17537,basic,1049.0,1344.41
5729,3832,2023-05-03,12,city_car,82.4,3,19453,basic,712.0,1091.62
5730,3833,2024-07-20,12,electric,135.2,15,12160,full,625.0,1678.9
5731,3834,2022-03-10,12,city_car,82.3,5,15688,basic,898.0,1069.54
5732,3834,2025-04-25,24,SUV,114.0,5,12116,basic,870.0,1402.07
5733,3835,2021-08-09,36,city_car,59.7,9,11975,full,478.0,1223.72
5734,3836,2021-06-17,12,city_car,62.8,4,10699,full,483.0,1098.91
5735,3837,2024-07-01,24,city_car,88.8,2,9319,full,450.0,1390.19
5736,3838,2023-01-07,12,SUV,160.9,10,15010,full,434.0,1777.06
5737,3838,2022-05-05,12,sedan,93.4,3,10665,basic,802.0,1078.88
5738,3839,2022-06-23,24,SUV,194.3,2,15340,full,497.0,1732.09
5739,3840,2021-12-16,12,electric,155.7,5,10440,full,552.0,1687.44
5740,3841,2025-07-21,36,SUV,182.2,2,9700,full,553.0,1723.83
5741,3841,2022-05-12,12,city_car,69.8,6,8108,basic,1213.0,969.3
5742,3842,2022-04-24,12,sedan,102.5,2,17652,basic,1018.0,1320.56
5743,3843,2023-04-22,24,city_car,92.2,7,14141,premium,200.0,1285.03
5744,3844,2025-10-07,24,sedan,125.2,2,15238,basic,1121.0,1227.39
5745,3844,2022-04-13,24,city_car,50.0,5,20381,premium,400.0,859.47
5746,3845,2022-06-11,12,city_car,105.3,11,12776,basic,671.0,1194.46
5747,3845,2025-11-04,12,SUV,186.3,11,13206,basic,742.0,1715.71
5748,3846,2022-02-15,12,SUV,147.8,5,12286,full,684.0,1717.62
5749,3847,2025-07-05,12,sedan,127.3,11,18953,basic,999.0,1333.3
5750,3848,2021-11-20,12,city_car,99.7,5,12126,full,497.0,1469.77
5751,3848,2025-03-12,12,electric,141.7,6,15097,full,765.0,1744.46
5752,3849,2025-06-01,36,SUV,177.1,6,15744,full,690.0,1738.43
5753,3850,2022-11-13,12,SUV,161.5,6,15995,full,550.0,1642.8
5754,3851,2021-11-11,12,SUV,177.8,4,12786,premium,415.0,1706.97
5755,3852,2024-09-15,24,sedan,100.0,5,18151,basic,957.0,1251.46
5756,3852,2022-03-23,12,sedan,125.6,7,9408,full,635.0,1483.38
5757,3853,2024-07-28,12,sports_car,285.9,4,16258,full,456.0,2341.42
5758,3853,2024-09-11,36,electric,133.2,4,13067,full,861.0,1780.81
5759,3854,2021-09-14,12,sports_car,262.8,8,9511,full,486.0,2150.92
5760,3854,2025-03-29,12,sports_car,180.0,4,12069,premium,419.0,1610.83
5761,3855,2024-02-23,12,SUV,168.2,2,13366,basic,1090.0,1536.67
